Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,67.4729877334204,68.54387648966315,67.03328373948314,67.30987548828125,12340200,0.0,0.0
2015-01-05 00:00:00-05:00,67.54388575566438,70.01898589850666,66.08294242433809,68.64314270019531,27530400,0.0,0.0
2015-01-06 00:00:00-05:00,69.83458508247419,70.45158261755489,68.14669383209277,69.25304412841797,22363800,0.0,0.0
2015-01-07 00:00:00-05:00,70.43033574655065,70.84876469156369,69.81333796477925,70.5509033203125,16373700,0.0,0.0
2015-01-08 00:00:00-05:00,71.48703194041308,72.6572022063693,71.12534009618102,72.55082702636719,18902300,0.0,0.0
2015-01-09 00:00:00-05:00,73.4160609815408,73.63591570066734,72.16078484457825,72.48701477050781,14738100,0.0,0.0
2015-01-12 00:00:00-05:00,72.93380575827052,73.28840420418372,71.45868033543621,71.77781677246094,12746000,0.0,0.0
2015-01-13 00:00:00-05:00,72.23169771428134,72.25297275395175,67.55099961079964,68.94102478027344,27030600,0.0,0.0
2015-01-14 00:00:00-05:00,68.08286939631321,70.98348071406329,67.87720174572301,70.39485168457031,16183700,0.0,0.0
2015-01-15 00:00:00-05:00,70.42325026068873,71.19627223981693,68.95521297903656,69.07577514648438,11442200,0.0,0.0
2015-01-16 00:00:00-05:00,69.08994460779459,71.55085814334609,68.84172683275519,71.42320251464844,14097700,0.0,0.0
2015-01-20 00:00:00-05:00,71.72815447693327,73.791919490418,71.02605125236511,73.60043334960938,18838100,0.0,0.0
2015-01-21 00:00:00-05:00,73.0756435889173,74.51531231915584,72.74232020590787,73.45861053466797,12312500,0.0,0.0
2015-01-22 00:00:00-05:00,73.85575225546093,74.59331755614092,72.02602326400914,74.56494903564453,12963100,0.0,0.0
2015-01-23 00:00:00-05:00,74.04014132594634,75.25286711168505,73.61462436071653,74.84862518310547,9593500,0.0,0.0
2015-01-26 00:00:00-05:00,74.37345992693426,76.43012602972564,74.37345992693426,75.9620590209961,10307500,0.0,0.0
2015-01-27 00:00:00-05:00,75.1322870703599,75.89821526106702,74.36635346891228,74.4869155883789,10341100,0.0,0.0
2015-01-28 00:00:00-05:00,74.69258457485412,74.82024017736835,72.58626983873957,72.65718841552734,11554500,0.0,0.0
2015-01-29 00:00:00-05:00,72.69268889726834,74.11817631162782,71.6785370211011,73.88414001464844,8410500,0.0,0.0
2015-01-30 00:00:00-05:00,73.99047923068359,75.36631689316373,73.56496237207385,74.34507751464844,13608200,0.0,0.0
2015-02-02 00:00:00-05:00,75.2457703121995,76.0187975444452,74.06141309778442,75.30960083007812,13965600,0.0,0.0
2015-02-03 00:00:00-05:00,75.67838017224405,76.10389711551905,73.8273763287934,76.01170349121094,19849900,0.0,0.0
2015-02-04 00:00:00-05:00,70.16083464182651,71.06860561543368,67.94813883560266,69.80623626708984,59415800,0.0,0.0
2015-02-05 00:00:00-05:00,70.15373214748823,71.57212546423037,69.0048370238014,70.84874725341797,20641500,0.0,0.0
2015-02-06 00:00:00-05:00,70.72820795001249,71.33102422205917,68.89847868222978,69.13251495361328,21546300,0.0,0.0
2015-02-09 00:00:00-05:00,68.79918823416125,69.97645219671978,68.5296899671083,68.72117614746094,12668500,0.0,0.0
2015-02-10 00:00:00-05:00,69.3239685981197,70.03316520781914,68.87717668187572,69.72821044921875,11495100,0.0,0.0
2015-02-11 00:00:00-05:00,69.94807473204762,71.81326568015183,69.79914406122327,70.9054946899414,14529600,0.0,0.0
2015-02-12 00:00:00-05:00,71.35937440596543,72.12530273521263,70.63599073684009,71.48703002929688,10659900,0.0,0.0
